id,text,gold_label,category,condition,run_number,raw_response,parsed_label
47,* ✫ ✧ ˚ @Louis_Tomlinson ✧ · ✵ ⊹ Thank you for always putting a smile on my face Mind following me? :) Have a nice day x 1707,Positive,clear,zero_shot,1,Positive,Positive
47,* ✫ ✧ ˚ @Louis_Tomlinson ✧ · ✵ ⊹ Thank you for always putting a smile on my face Mind following me? :) Have a nice day x 1707,Positive,clear,few_shot,1,Positive,Positive
47,* ✫ ✧ ˚ @Louis_Tomlinson ✧ · ✵ ⊹ Thank you for always putting a smile on my face Mind following me? :) Have a nice day x 1707,Positive,clear,cot,1,Final: Positive,Positive
48,@StevenLDN frightening case. It really gets to you :(,Negative,clear,zero_shot,1,Negative,Negative
48,@StevenLDN frightening case. It really gets to you :(,Negative,clear,few_shot,1,Negative,Negative
48,@StevenLDN frightening case. It really gets to you :(,Negative,clear,cot,1,Final: Negative,Negative
49,"@rebeccalowrie No, it's not just you.  Twitter have decided to take that feature away :-(",Negative,clear,zero_shot,1,Negative,Negative
49,"@rebeccalowrie No, it's not just you.  Twitter have decided to take that feature away :-(",Negative,clear,few_shot,1,Negative,Negative
49,"@rebeccalowrie No, it's not just you.  Twitter have decided to take that feature away :-(",Negative,clear,cot,1,Final: Negative,Negative
50,The service was far from disappointing.,Positive,ambiguous,zero_shot,1,Positive,Positive
50,The service was far from disappointing.,Positive,ambiguous,few_shot,1,Positive,Positive
50,The service was far from disappointing.,Positive,ambiguous,cot,1,Final: Positive,Positive
51,Who knew something so cheap could be this good.,Positive,ambiguous,zero_shot,1,Positive,Positive
51,Who knew something so cheap could be this good.,Positive,ambiguous,few_shot,1,Positive,Positive
51,Who knew something so cheap could be this good.,Positive,ambiguous,cot,1,Final: Negative,Negative
52,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/lrUwXe378i.,Positive,clear,zero_shot,1,Positive,Positive
52,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/lrUwXe378i.,Positive,clear,few_shot,1,Positive,Positive
52,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/lrUwXe378i.,Positive,clear,cot,1,Final: Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,zero_shot,1,Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,zero_shot,2,Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,zero_shot,3,Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,few_shot,1,Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,few_shot,2,Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,few_shot,3,Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,cot,1,Final: Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,cot,2,Final: Positive,Positive
53,Contact us today and we'll get you out of the city into a 'hotbed' in a bush somewhere :) #ClassicAssures,Positive,clear,cot,3,Final: Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,zero_shot,1,Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,zero_shot,2,Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,zero_shot,3,Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,few_shot,1,Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,few_shot,2,Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,few_shot,3,Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,cot,1,Final: Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,cot,2,Final: Positive,Positive
54,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/xxlXs6xYwe.,Positive,clear,cot,3,Final: Positive,Positive
55,@iansomerhalder here in Spain is morning :) Good morning Ian!,Positive,clear,zero_shot,1,Positive,Positive
55,@iansomerhalder here in Spain is morning :) Good morning Ian!,Positive,clear,few_shot,1,Positive,Positive
55,@iansomerhalder here in Spain is morning :) Good morning Ian!,Positive,clear,cot,1,Final: Positive,Positive
56,Due to rain the show this morning has been cancelled. Sorry if you made the trip in they canceled very last minute. Boo to the rain :-(,Negative,clear,zero_shot,1,Negative,Negative
56,Due to rain the show this morning has been cancelled. Sorry if you made the trip in they canceled very last minute. Boo to the rain :-(,Negative,clear,few_shot,1,Negative,Negative
56,Due to rain the show this morning has been cancelled. Sorry if you made the trip in they canceled very last minute. Boo to the rain :-(,Negative,clear,cot,1,"1. Identify emotional or evaluative words/phrases: |    - Rain (negative) |    - Show (neutral, but contextually negative due to cancellation) |    - Canceled (clearly negative action with strong connotation of failure) |  | 2. Check for negation: |    - ""Sorry"" implies a negative situation |    - There is no direct negation in the text |  | 3. Check for sarcasm or irony: |    - The use of ""boo"" and emoticons indicates an attempt to be negative but failing, which is not typical sarcasm. |  | 4. Combine these observations into an overall sentiment judgment: |  | Final: Negative",Negative
57,This is not the disaster I feared -- it's a bigger one.,Negative,ambiguous,zero_shot,1,Negative,Negative
57,This is not the disaster I feared -- it's a bigger one.,Negative,ambiguous,few_shot,1,Positive,Positive
57,This is not the disaster I feared -- it's a bigger one.,Negative,ambiguous,cot,1,Final: Negative,Negative
58,@holybatgirl I direct your attention to ... AWESOME-O! :),Positive,clear,zero_shot,1,Positive,Positive
58,@holybatgirl I direct your attention to ... AWESOME-O! :),Positive,clear,few_shot,1,Positive,Positive
58,@holybatgirl I direct your attention to ... AWESOME-O! :),Positive,clear,cot,1,Final: Positive,Positive
59,"I wasn't expecting much, but wow, pleasantly surprised.",Positive,ambiguous,zero_shot,1,Positive,Positive
59,"I wasn't expecting much, but wow, pleasantly surprised.",Positive,ambiguous,few_shot,1,Positive,Positive
59,"I wasn't expecting much, but wow, pleasantly surprised.",Positive,ambiguous,cot,1,Final: Positive,Positive
60,@HiddlesSupport So much :(,Negative,clear,zero_shot,1,Negative,Negative
60,@HiddlesSupport So much :(,Negative,clear,few_shot,1,Positive,Positive
60,@HiddlesSupport So much :(,Negative,clear,cot,1,Final: Negative,Negative
61,@stumac1974 Urquhart Castle: http://t.co/bSgiJFpICc Find all events here: http://t.co/cCS5QGfkk7 Hope that helps :),Positive,clear,zero_shot,1,Positive,Positive
61,@stumac1974 Urquhart Castle: http://t.co/bSgiJFpICc Find all events here: http://t.co/cCS5QGfkk7 Hope that helps :),Positive,clear,few_shot,1,Positive,Positive
61,@stumac1974 Urquhart Castle: http://t.co/bSgiJFpICc Find all events here: http://t.co/cCS5QGfkk7 Hope that helps :),Positive,clear,cot,1,Final: Positive,Positive
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,zero_shot,1,Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,zero_shot,2,Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,zero_shot,3,Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,few_shot,1,Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,few_shot,2,Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,few_shot,3,Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,cot,1,Final: Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,cot,2,Final: Negative,Negative
62,"The food wasn't good, and the service wasn't much better either.",Negative,ambiguous,cot,3,Final: Negative,Negative
63,Baby :( http://t.co/UR8ZwngzJZ,Negative,clear,zero_shot,1,Negative,Negative
63,Baby :( http://t.co/UR8ZwngzJZ,Negative,clear,few_shot,1,Negative,Negative
63,Baby :( http://t.co/UR8ZwngzJZ,Negative,clear,cot,1,Final: Negative,Negative
64,I'm sure the extra fees were 'totally worth it'.,Negative,ambiguous,zero_shot,1,Positive,Positive
64,I'm sure the extra fees were 'totally worth it'.,Negative,ambiguous,few_shot,1,Positive,Positive
64,I'm sure the extra fees were 'totally worth it'.,Negative,ambiguous,cot,1,Final: Negative,Negative
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,zero_shot,1,Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,zero_shot,2,Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,zero_shot,3,Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,few_shot,1,Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,few_shot,2,Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,few_shot,3,Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,cot,1,Final: Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,cot,2,Final: Positive,Positive
65,"It's not the worst thing I've ever eaten, actually quite good.",Positive,ambiguous,cot,3,Final: Positive,Positive
66,"Whatsapp with roommate  ""Do you want anything from Paris?"" ""A French man :)""  LOL sure I'll just head to the park and grab one.",Positive,clear,zero_shot,1,Negative,Negative
66,"Whatsapp with roommate  ""Do you want anything from Paris?"" ""A French man :)""  LOL sure I'll just head to the park and grab one.",Positive,clear,few_shot,1,Positive,Positive
66,"Whatsapp with roommate  ""Do you want anything from Paris?"" ""A French man :)""  LOL sure I'll just head to the park and grab one.",Positive,clear,cot,1,Final: Negative,Negative
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,zero_shot,1,Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,zero_shot,2,Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,zero_shot,3,Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,few_shot,1,Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,few_shot,2,Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,few_shot,3,Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,cot,1,Final: Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,cot,2,Final: Positive,Positive
67,"Didn't think I'd say this about a Monday, but today was great.",Positive,ambiguous,cot,3,"1. Identifying emotional or evaluative words/phrases: |    - ""great"" is an evaluative phrase indicating positive sentiment. |  | 2. Checking for negation or sarcasm: |    - There are no negations or sarcastic elements in this text. |  | 3. Combining observations into an overall judgment: |    - The presence of the word ""great"" indicates a clearly positive sentiment without any conflicting information. |  | Final: Positive",Positive
68,This fucking bad link isn't working and I can't watch the match! :(,Negative,clear,zero_shot,1,Negative,Negative
68,This fucking bad link isn't working and I can't watch the match! :(,Negative,clear,few_shot,1,Negative,Negative
68,This fucking bad link isn't working and I can't watch the match! :(,Negative,clear,cot,1,Final: Negative,Negative
69,my mum decides to walk in and scold me for not cleaning my room just as i sat down and chilled :(,Negative,clear,zero_shot,1,Negative,Negative
69,my mum decides to walk in and scold me for not cleaning my room just as i sat down and chilled :(,Negative,clear,few_shot,1,Negative,Negative
69,my mum decides to walk in and scold me for not cleaning my room just as i sat down and chilled :(,Negative,clear,cot,1,Final: Negative,Negative
70,@Vequafied I'm bored :(,Negative,clear,zero_shot,1,Negative,Negative
70,@Vequafied I'm bored :(,Negative,clear,few_shot,1,Negative,Negative
70,@Vequafied I'm bored :(,Negative,clear,cot,1,Final: Negative,Negative
71,NO STOP I CANT GO :( :( :(  https://t.co/JLrt1bEIrY,Negative,clear,zero_shot,1,Negative,Negative
71,NO STOP I CANT GO :( :( :(  https://t.co/JLrt1bEIrY,Negative,clear,few_shot,1,Negative,Negative
71,NO STOP I CANT GO :( :( :(  https://t.co/JLrt1bEIrY,Negative,clear,cot,1,Final: Negative,Negative
72,Its 5am &amp; I haven't slept :(,Negative,clear,zero_shot,1,Negative,Negative
72,Its 5am &amp; I haven't slept :(,Negative,clear,few_shot,1,Negative,Negative
72,Its 5am &amp; I haven't slept :(,Negative,clear,cot,1,Final: Negative,Negative
73,apparently 9muses' performance was cut today &gt;:(,Negative,clear,zero_shot,1,Negative,Negative
73,apparently 9muses' performance was cut today &gt;:(,Negative,clear,few_shot,1,Negative,Negative
73,apparently 9muses' performance was cut today &gt;:(,Negative,clear,cot,1,Final: Negative,Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,zero_shot,1,Negative,Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,zero_shot,2,Negative,Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,zero_shot,3,Negative,Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,few_shot,1,Negative,Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,few_shot,2,Positive,Positive
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,few_shot,3,Positive,Positive
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,cot,1,Final: Negative,Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,cot,2,"The text contains negative words such as ""ran out"", indicating a lack, which is often associated with sadness or disappointment. It also includes hashtags like ""#CheatDay,"" which suggests the user is participating in an activity they typically do for pleasure rather than necessity. |  | Final: Negative",Negative
74,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,Negative,clear,cot,3,Final: Negative,Negative
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,zero_shot,1,Positive,Positive
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,zero_shot,2,Positive,Positive
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,zero_shot,3,Positive,Positive
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,few_shot,1,Positive,Positive
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,few_shot,2,Negative,Negative
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,few_shot,3,Negative,Negative
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,cot,1,Final: Negative,Negative
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,cot,2,Final: Positive,Positive
75,"Sure, take your time, it's not like I have anywhere to be.",Negative,ambiguous,cot,3,Final: Negative,Negative
76,Can't say I'm surprised the product broke after one use.,Negative,ambiguous,zero_shot,1,Negative,Negative
76,Can't say I'm surprised the product broke after one use.,Negative,ambiguous,few_shot,1,Negative,Negative
76,Can't say I'm surprised the product broke after one use.,Negative,ambiguous,cot,1,Final: Negative,Negative
77,All i want is some chocolate and a lucozade :( :( :( :( :(,Negative,clear,zero_shot,1,Negative,Negative
77,All i want is some chocolate and a lucozade :( :( :( :( :(,Negative,clear,few_shot,1,Negative,Negative
77,All i want is some chocolate and a lucozade :( :( :( :( :(,Negative,clear,cot,1,Final: Negative,Negative
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,zero_shot,1,Positive,Positive
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,zero_shot,2,Positive,Positive
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,zero_shot,3,Positive,Positive
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,few_shot,1,Positive,Positive
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,few_shot,2,Positive,Positive
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,few_shot,3,Positive,Positive
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,cot,1,"Final: Negative |  | **Reasoning:** |  | 1. **Identify emotional or evaluative words/phrases**: The text contains emojis (""WHOOP WHOOP!"") which are typically used to express excitement, joy, or enthusiasm. | 2. **Check for negation**: There is no explicit use of negation in the text that would change the meaning into a negative sentiment. | 3. **Check for sarcasm or irony**: The phrase ""WHOOP WHOOP!"" with an exclamation mark and smiley face indicates excitement and happiness rather than sarcasm or irony. | 4. **Combine these observations into an overall sentiment judgment**: |    - While the text uses positive emojis, it lacks any negative elements that would negate this positivity. The combination of emojis does not change their intended meaning from joyous to negative. |  | Given these points, the overall sentiment is positive but slightly casual and excited through the use of smiley faces rather than explicit negation or sarcasm.",Negative
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,cot,2,Final: Negative,Negative
78,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,Positive,clear,cot,3,"Final: Negative |  | **Explanation:** | 1. The text contains emoticons "":)"" which typically indicate positive emotions. | 2. There are no negations or sarcasm in the language used. | 3. The phrase ""WHOOP WHOOP!"" is a playful, exaggerated expression and not inherently negative. | 4. Despite some positive indicators (the smiley face), the overall context seems playful rather than critical. |  | Final sentiment: Negative",Negative
79,When people tell me I have good taste in music :D ^.^,Positive,clear,zero_shot,1,Positive,Positive
79,When people tell me I have good taste in music :D ^.^,Positive,clear,few_shot,1,Positive,Positive
79,When people tell me I have good taste in music :D ^.^,Positive,clear,cot,1,Final: Positive,Positive
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,zero_shot,1,Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,zero_shot,2,Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,zero_shot,3,Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,few_shot,1,Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,few_shot,2,Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,few_shot,3,Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,cot,1,Final: Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,cot,2,Final: Negative,Negative
80,"Just what I always wanted, more spam emails.",Negative,ambiguous,cot,3,Final: Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,zero_shot,1,Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,zero_shot,2,Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,zero_shot,3,Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,few_shot,1,Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,few_shot,2,Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,few_shot,3,Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,cot,1,Final: Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,cot,2,Final: Negative,Negative
81,@candinam Gals also bend down in one knees to put a men down and bend down in two knees to pleasure a men up to the heaven :),Positive,clear,cot,3,Final: Negative,Negative
82,Hi BAM ! @BarsAndMelody  Can you follow my bestfriend @969Horan696 ?  She loves you a lot :)  See you in Warsaw &lt;3  Love you &lt;3 x39,Positive,clear,zero_shot,1,Positive,Positive
82,Hi BAM ! @BarsAndMelody  Can you follow my bestfriend @969Horan696 ?  She loves you a lot :)  See you in Warsaw &lt;3  Love you &lt;3 x39,Positive,clear,few_shot,1,Positive,Positive
82,Hi BAM ! @BarsAndMelody  Can you follow my bestfriend @969Horan696 ?  She loves you a lot :)  See you in Warsaw &lt;3  Love you &lt;3 x39,Positive,clear,cot,1,Final: Positive,Positive
83,"That's fire, honestly one of the best I've tried.",Positive,ambiguous,zero_shot,1,Positive,Positive
83,"That's fire, honestly one of the best I've tried.",Positive,ambiguous,few_shot,1,Positive,Positive
83,"That's fire, honestly one of the best I've tried.",Positive,ambiguous,cot,1,Final: Positive,Positive
84,"@zXw0lfXz Hi Adrian, you should have this parcel on Monday or Tuesday :) -Pris",Positive,clear,zero_shot,1,Positive,Positive
84,"@zXw0lfXz Hi Adrian, you should have this parcel on Monday or Tuesday :) -Pris",Positive,clear,few_shot,1,Positive,Positive
84,"@zXw0lfXz Hi Adrian, you should have this parcel on Monday or Tuesday :) -Pris",Positive,clear,cot,1,Final: Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,zero_shot,1,Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,zero_shot,2,Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,zero_shot,3,Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,few_shot,1,Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,few_shot,2,Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,few_shot,3,Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,cot,1,Final: Positive,Positive
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,cot,2,Final: Negative,Negative
85,"I take back what I said earlier, this is actually decent.",Positive,ambiguous,cot,3,Final: Positive,Positive
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,zero_shot,1,Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,zero_shot,2,Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,zero_shot,3,Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,few_shot,1,Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,few_shot,2,Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,few_shot,3,Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,cot,1,Final: Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,cot,2,Final: Negative,Negative
86,"Yeah, because waiting three hours on hold is such a treat.",Negative,ambiguous,cot,3,Final: Negative,Negative
87,jackson looks so exhausted :-(,Negative,clear,zero_shot,1,Negative,Negative
87,jackson looks so exhausted :-(,Negative,clear,few_shot,1,Negative,Negative
87,jackson looks so exhausted :-(,Negative,clear,cot,1,Final: Negative,Negative
88,"@kendrahatesu FOLLOWED ME THANKS, AND @justinbieber PLEASE FOLLOWED ME TOO :(",Negative,clear,zero_shot,1,Negative,Negative
88,"@kendrahatesu FOLLOWED ME THANKS, AND @justinbieber PLEASE FOLLOWED ME TOO :(",Negative,clear,few_shot,1,Positive,Positive
88,"@kendrahatesu FOLLOWED ME THANKS, AND @justinbieber PLEASE FOLLOWED ME TOO :(",Negative,clear,cot,1,Final: Negative,Negative
89,"I have zero complaints, genuinely great experience.",Positive,ambiguous,zero_shot,1,Positive,Positive
89,"I have zero complaints, genuinely great experience.",Positive,ambiguous,few_shot,1,Positive,Positive
89,"I have zero complaints, genuinely great experience.",Positive,ambiguous,cot,1,Final: Positive,Positive
90,This is exactly the kind of 'quality' I expected.,Negative,ambiguous,zero_shot,1,Positive,Positive
90,This is exactly the kind of 'quality' I expected.,Negative,ambiguous,few_shot,1,Positive,Positive
90,This is exactly the kind of 'quality' I expected.,Negative,ambiguous,cot,1,"Final: Negative |  | Explanation: | 1. The text contains evaluative phrases like ""kind"" and ""quality"". | 2. There are no negations or sarcasm in this sentence. | 3. The phrase implies that the speaker has expectations based on quality, which is typically a positive expectation. | 4. Overall, the sentiment conveyed by the statement is positive. |  | Therefore, the sentiment of the text is Positive.",Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,zero_shot,1,Negative,Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,zero_shot,2,Negative,Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,zero_shot,3,Negative,Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,few_shot,1,Negative,Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,few_shot,2,Positive,Positive
91,@KyraaVazquez u guys are together?? :(,Negative,clear,few_shot,3,Positive,Positive
91,@KyraaVazquez u guys are together?? :(,Negative,clear,cot,1,Final: Negative,Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,cot,2,Final: Negative,Negative
91,@KyraaVazquez u guys are together?? :(,Negative,clear,cot,3,Final: Negative,Negative
92,Nice rainy walk to work. Stopped to look at rain on the river and saw a kingfisher :),Positive,clear,zero_shot,1,Positive,Positive
92,Nice rainy walk to work. Stopped to look at rain on the river and saw a kingfisher :),Positive,clear,few_shot,1,Positive,Positive
92,Nice rainy walk to work. Stopped to look at rain on the river and saw a kingfisher :),Positive,clear,cot,1,Final: Positive,Positive
93,Thankyou sa treat kanina and sorry sa breakdown bc of Sir Mags :(( @ZAIRERR,Negative,clear,zero_shot,1,Negative,Negative
93,Thankyou sa treat kanina and sorry sa breakdown bc of Sir Mags :(( @ZAIRERR,Negative,clear,few_shot,1,Negative,Negative
93,Thankyou sa treat kanina and sorry sa breakdown bc of Sir Mags :(( @ZAIRERR,Negative,clear,cot,1,Final: Negative,Negative
94,Went to bed with headache...woke up with headache :(,Negative,clear,zero_shot,1,Negative,Negative
94,Went to bed with headache...woke up with headache :(,Negative,clear,few_shot,1,Negative,Negative
94,Went to bed with headache...woke up with headache :(,Negative,clear,cot,1,Final: Negative,Negative
95,"The instructions weren't unclear, they were just plain wrong.",Negative,ambiguous,zero_shot,1,Negative,Negative
95,"The instructions weren't unclear, they were just plain wrong.",Negative,ambiguous,few_shot,1,Negative,Negative
95,"The instructions weren't unclear, they were just plain wrong.",Negative,ambiguous,cot,1,Final: Negative,Negative
96,@SpazzyTsukihara hehehehe thats the point :p,Positive,clear,zero_shot,1,Positive,Positive
96,@SpazzyTsukihara hehehehe thats the point :p,Positive,clear,few_shot,1,Positive,Positive
96,@SpazzyTsukihara hehehehe thats the point :p,Positive,clear,cot,1,Final: Negative,Negative
97,"Never thought I'd say this, but I loved it.",Positive,ambiguous,zero_shot,1,Positive,Positive
97,"Never thought I'd say this, but I loved it.",Positive,ambiguous,few_shot,1,Positive,Positive
